instance,exactObj,exactTimeSec,alnsObj,alnsTimeSec,gapPct,seed,timeLimitSec
data/MVPRP/MVPRP1_10_3_2.txt,26821.127479,4.428302,27193.257363,60.000337,1.387451,20260310,60.000000
data/MVPRP/MVPRP2_10_3_2.txt,203941.127479,5.503814,204258.198270,60.000261,0.155472,20260310,60.000000
data/MVPRP/MVPRP3_10_3_2.txt,34450.991350,0.625549,34450.991350,60.000012,0.000000,20260310,60.000000
data/MVPRP/MVPRP4_10_3_2.txt,21446.395520,0.573596,21450.641105,60.001004,0.019796,20260310,60.000000
